aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date,rate_type
1.138968,3.0372,3.0983,3.2775,4.4878,0.647,0.2655,4.9045,5.7425,0.537561,0.000294,0.056771,0.038029,0.001017,0.003535,0.002418,0.035584,2.9426,0.08358,0.024841,1.115644,3.0983,0.125835,0.150244,4.184,0.000184,,2021-09-20,buying
1.139621,3.039,3.1004,3.2792,4.4902,0.6474,0.2665,4.9077,5.7455,0.537825,0.000294,0.056802,0.038049,0.001023,0.003537,0.00242,0.035604,2.9449,0.083636,0.024925,1.116207,3.1004,0.125933,0.150451,4.186,0.000184,5.9549,2021-09-20,middle
1.140274,3.0409,3.1025,3.2808,4.4926,0.6477,0.2674,4.9108,5.7484,0.538089,0.000294,0.056833,0.038069,0.001029,0.003538,0.002421,0.035624,2.9471,0.083693,0.025009,1.11677,3.1025,0.126031,0.150658,4.188,0.000184,,2021-09-20,selling
1.14071,3.0388,3.0988,3.2719,4.5163,0.648,0.2665,4.913,5.721,0.538104,0.000294,0.056892,0.038246,0.001024,0.003531,0.002422,0.035513,2.9361,0.083466,0.024757,1.117304,3.0988,0.125675,0.150406,4.19,0.000184,5.9446,2021-09-21,middle
1.141364,3.0405,3.1008,3.274,4.5187,0.6484,0.267,4.9155,5.7246,0.538375,0.000294,0.056923,0.038269,0.00103,0.003533,0.002423,0.035531,2.9378,0.083523,0.024878,1.117867,3.1008,0.125773,0.150618,4.192,0.000184,,2021-09-21,selling
1.140057,3.0371,3.0967,3.2698,4.5139,0.6476,0.2659,4.9104,5.7175,0.537833,0.000294,0.056861,0.038222,0.001018,0.00353,0.002421,0.035495,2.9345,0.08341,0.024635,1.11674,3.0967,0.125577,0.150194,4.188,0.000184,,2021-09-21,buying
1.141091,3.0309,3.096,3.2701,4.5347,0.6482,0.2678,4.9119,5.7236,0.538246,0.000294,0.056846,0.038369,0.00103,0.003535,0.002414,0.035583,2.935,0.083653,0.024902,1.11754,3.096,0.125554,0.151152,4.191,0.000184,,2021-09-22,selling
1.140506,3.0292,3.0946,3.2683,4.5326,0.6479,0.2668,4.9096,5.721,0.538008,0.000294,0.05681,0.038347,0.001024,0.003534,0.002413,0.035567,2.9329,0.083601,0.024767,1.117044,3.0946,0.125464,0.151008,4.1893,0.000184,5.9474,2021-09-22,middle
1.139921,3.0276,3.0931,3.2664,4.5305,0.6475,0.2659,4.9073,5.7185,0.537769,0.000294,0.056774,0.038326,0.001018,0.003532,0.002412,0.035551,2.9308,0.083549,0.024632,1.116548,3.0931,0.125374,0.150863,4.1875,0.000184,,2021-09-22,buying
1.141146,3.0312,3.094,3.2765,4.5226,0.6483,0.266,4.8992,5.7082,0.538382,0.000294,0.056741,0.038154,0.001019,0.003534,0.002415,0.035462,2.9298,0.083307,0.024659,1.117509,3.094,0.125284,0.151107,4.192,0.000184,,2021-09-23,buying
1.141867,3.0331,3.0962,3.2784,4.5253,0.649,0.267,4.9027,5.7115,0.538674,0.000294,0.056775,0.03818,0.001026,0.003537,0.002416,0.035484,2.9316,0.083368,0.0248,1.118139,3.0962,0.125389,0.15127,4.1943,0.000184,5.9537,2021-09-23,middle
1.142589,3.0349,3.0984,3.2803,4.5279,0.6498,0.268,4.9061,5.7148,0.538966,0.000295,0.056809,0.038206,0.001032,0.003539,0.002417,0.035506,2.9334,0.083429,0.024942,1.118768,3.0984,0.125493,0.151433,4.1965,0.000184,,2021-09-23,selling
1.136518,3.0515,3.0953,3.3012,4.516,0.6464,0.2651,4.9031,5.7344,0.536212,0.000293,0.056537,0.03782,0.001015,0.003554,0.002398,0.035429,2.9526,0.082985,0.024559,1.113126,3.0953,0.125526,0.150613,4.175,0.000183,,2021-09-24,buying
1.137171,3.0534,3.0974,3.3029,4.5191,0.6467,0.2661,4.9063,5.7373,0.53649,0.000293,0.056568,0.037844,0.001021,0.003557,0.002399,0.035448,2.9548,0.083042,0.024658,1.113688,3.0974,0.125624,0.150767,4.177,0.000183,5.9272,2021-09-24,middle
1.137824,3.0553,3.0995,3.3046,4.5222,0.647,0.267,4.9095,5.7403,0.536767,0.000293,0.056599,0.037867,0.001028,0.003559,0.0024,0.035466,2.9571,0.083098,0.024757,1.114251,3.0995,0.125722,0.150921,4.179,0.000184,,2021-09-24,selling
1.139241,3.045,3.0938,3.3107,4.5229,0.6471,0.2655,4.9031,5.7205,0.537572,0.000293,0.056686,0.037788,0.001018,0.003558,0.002394,0.035487,2.9379,0.082512,0.024618,1.115613,3.0938,0.125262,0.150909,4.185,0.000184,,2021-09-27,buying
1.14003,3.047,3.0962,3.3128,4.5265,0.6475,0.2666,4.9069,5.7241,0.537897,0.000294,0.056725,0.037816,0.001024,0.003561,0.002396,0.035511,2.9405,0.082577,0.024713,1.116399,3.0962,0.125374,0.151081,4.1875,0.000184,5.9422,2021-09-27,middle
1.140819,3.0491,3.0987,3.3149,4.5302,0.648,0.2676,4.9107,5.7277,0.538221,0.000294,0.056765,0.037843,0.00103,0.003564,0.002397,0.035536,2.9431,0.082643,0.024808,1.117184,3.0987,0.125487,0.151253,4.19,0.000184,,2021-09-27,selling
1.137879,3.0393,3.0846,3.3083,4.5097,0.6473,0.2652,4.886,5.7245,0.537033,0.000293,0.056617,0.037644,0.001017,0.003536,0.002395,0.035376,2.9273,0.081545,0.024588,1.11434,3.0846,0.124146,0.151001,4.18,0.000184,,2021-09-28,buying
1.138396,3.0408,3.0863,3.31,4.5132,0.6476,0.2662,4.888,5.7268,0.53724,0.000293,0.056641,0.037659,0.001023,0.003539,0.002396,0.035391,2.9291,0.08167,0.024641,1.114769,3.0863,0.124228,0.151082,4.1815,0.000184,5.9282,2021-09-28,middle
1.138913,3.0423,3.088,3.3117,4.5168,0.6479,0.2671,4.8899,5.729,0.537447,0.000294,0.056665,0.037675,0.001029,0.003541,0.002397,0.035407,2.931,0.081795,0.024693,1.115199,3.088,0.124309,0.151164,4.183,0.000184,,2021-09-28,selling
1.140166,3.0323,3.0847,3.3024,4.5042,0.6483,0.2666,4.892,5.6687,0.538047,0.000293,0.056442,0.03751,0.001025,0.003529,0.002396,0.035351,2.909,0.081933,0.024592,1.116473,3.0847,0.123649,0.150664,4.188,0.000184,5.9274,2021-09-29,middle
1.140819,3.034,3.0868,3.3042,4.5073,0.6487,0.2676,4.8952,5.6716,0.538318,0.000294,0.056477,0.037531,0.001031,0.003532,0.002397,0.035371,2.9112,0.082068,0.024705,1.117035,3.0868,0.123745,0.150817,4.19,0.000184,,2021-09-29,selling
1.139513,3.0307,3.0827,3.3007,4.5011,0.648,0.2656,4.8888,5.6658,0.537777,0.000293,0.056407,0.037489,0.001018,0.003526,0.002395,0.035331,2.9068,0.081798,0.02448,1.11591,3.0827,0.123554,0.150511,4.186,0.000184,,2021-09-29,buying
1.139785,3.0105,3.0746,3.2852,4.4833,0.6469,0.2657,4.8582,5.6277,0.537808,0.000293,0.056291,0.037421,0.001018,0.003531,0.002395,0.035289,2.8777,0.082308,0.024414,1.116236,3.0746,0.123328,0.150147,4.187,0.000184,,2021-09-30,buying
1.140438,3.0123,3.0766,3.2869,4.4857,0.6473,0.2666,4.8607,5.6306,0.538079,0.000293,0.05634,0.03744,0.001024,0.003534,0.002396,0.035307,2.8793,0.082363,0.024515,1.116799,3.0766,0.123424,0.1503,4.189,0.000184,5.9213,2021-09-30,middle
1.141091,3.0142,3.0787,3.2886,4.4881,0.6477,0.2676,4.8632,5.6335,0.53835,0.000293,0.056389,0.03746,0.00103,0.003537,0.002398,0.035325,2.8809,0.082419,0.024617,1.117362,3.0787,0.123519,0.150452,4.191,0.000184,,2021-09-30,selling
1.138696,3.0231,3.0766,3.2929,4.4819,0.6487,0.2656,4.8368,5.6274,0.53717,0.000292,0.056393,0.037543,0.001017,0.003522,0.002393,0.035216,2.8842,0.081859,0.024391,1.11511,3.0766,0.124088,0.150095,4.183,0.000184,,2021-10-01,buying
1.139213,3.0246,3.0783,3.2946,4.4845,0.6491,0.2662,4.8394,5.6302,0.537377,0.000292,0.056418,0.037561,0.001023,0.003523,0.002394,0.035232,2.8861,0.081904,0.024471,1.115539,3.0783,0.124169,0.150251,4.1845,0.000184,5.8954,2021-10-01,middle
1.13973,3.0261,3.08,3.2963,4.4871,0.6495,0.2668,4.8419,5.6331,0.537583,0.000293,0.056442,0.03758,0.001029,0.003524,0.002395,0.035248,2.8879,0.08195,0.024551,1.115969,3.08,0.124251,0.150408,4.186,0.000184,,2021-10-01,selling
1.136491,3.0332,3.0766,3.3017,4.4885,0.6475,0.2651,4.8435,5.6598,0.536151,0.000292,0.056312,0.037627,0.00102,0.00353,0.002388,0.035201,2.8946,0.082289,0.024467,1.113052,3.0766,0.123983,0.150097,4.1745,0.000183,5.8931,2021-10-04,middle
1.135974,3.0317,3.0749,3.3004,4.4866,0.6472,0.2648,4.8415,5.6569,0.535955,0.000292,0.056288,0.037608,0.001014,0.003529,0.002387,0.035186,2.8927,0.082243,0.024332,1.112622,3.0749,0.123901,0.150016,4.173,0.000183,,2021-10-04,buying
1.137007,3.0347,3.0783,3.303,4.4903,0.6479,0.2653,4.8454,5.6627,0.536347,0.000292,0.056336,0.037645,0.001026,0.003532,0.002389,0.035217,2.8965,0.082334,0.024601,1.113481,3.0783,0.124064,0.150178,4.176,0.000184,,2021-10-04,selling
1.13632,3.0378,3.0726,3.3118,4.5086,0.6474,0.2649,4.8462,5.6744,0.536072,0.000293,0.055967,0.037628,0.001014,0.003516,0.002388,0.035106,2.9025,0.082143,0.024341,1.113022,3.0726,0.123469,0.149495,4.1745,0.000183,,2021-10-05,buying
1.136899,3.0393,3.0743,3.3131,4.5122,0.6478,0.2658,4.8488,5.6773,0.536268,0.000293,0.05601,0.037645,0.00102,0.003519,0.002389,0.03512,2.9044,0.082189,0.024421,1.113452,3.0743,0.12355,0.149629,4.176,0.000183,5.9019,2021-10-05,middle
1.137478,3.0408,3.076,3.3144,4.5157,0.6482,0.2668,4.8513,5.6801,0.536464,0.000293,0.056053,0.037662,0.001026,0.003522,0.00239,0.035135,2.9063,0.082234,0.024501,1.113881,3.076,0.123631,0.149763,4.1775,0.000184,,2021-10-05,selling
1.137852,3.045,3.0792,3.3209,4.4992,0.6483,0.266,4.8457,5.6944,0.536907,0.000293,0.056052,0.037439,0.001021,0.003518,0.002391,0.035086,2.9073,0.082583,0.024442,1.114444,3.0792,0.123654,0.149857,4.1795,0.000184,5.9043,2021-10-06,middle
1.138369,3.0467,3.0804,3.3222,4.501,0.6487,0.267,4.8483,5.6966,0.537114,0.000293,0.056091,0.037461,0.001027,0.00352,0.002392,0.035102,2.9096,0.082628,0.024522,1.114874,3.0804,0.123735,0.149937,4.181,0.000184,,2021-10-06,selling
1.137335,3.0433,3.0779,3.3196,4.4973,0.6479,0.2651,4.8431,5.6921,0.536701,0.000293,0.056013,0.037417,0.001015,0.003517,0.00239,0.035071,2.905,0.082537,0.024362,1.114015,3.0779,0.123573,0.149776,4.178,0.000184,,2021-10-06,buying
1.138913,3.0473,3.0789,3.3254,4.5109,0.649,0.2673,4.8355,5.6864,0.537322,0.000294,0.055961,0.037559,0.001028,0.003515,0.00217,0.03487,2.8946,0.08231,0.024498,1.115407,3.0789,0.123611,0.149553,4.183,0.000184,,2021-10-07,selling
1.138124,3.0451,3.077,3.3229,4.5058,0.6485,0.2663,4.8318,5.6828,0.536987,0.000293,0.055913,0.037532,0.001022,0.003513,0.002168,0.034846,2.8921,0.082245,0.02443,1.114711,3.077,0.123501,0.149437,4.1805,0.000184,5.8924,2021-10-07,middle
1.137335,3.0428,3.075,3.3204,4.5007,0.6479,0.2653,4.8281,5.6792,0.536652,0.000293,0.055865,0.037504,0.001015,0.003511,0.002167,0.034822,2.8895,0.082179,0.024362,1.114015,3.075,0.12339,0.149321,4.178,0.000183,,2021-10-07,buying
1.138016,3.0597,3.0775,3.3319,4.5,0.6483,0.2654,4.831,5.693,0.536946,0.000294,0.055832,0.037416,0.001016,0.003505,0.002166,0.034936,2.9013,0.082831,0.024376,1.114681,3.0775,0.123501,0.149256,4.1805,0.000184,,2021-10-08,buying
1.138532,3.0612,3.0792,3.3336,4.5019,0.6487,0.2664,4.8336,5.6953,0.537149,0.000294,0.055872,0.037435,0.001022,0.003506,0.002167,0.034952,2.9031,0.082878,0.024474,1.115111,3.0792,0.123582,0.149389,4.182,0.000184,5.9005,2021-10-08,middle
1.139049,3.0627,3.0809,3.3353,4.5037,0.6491,0.2673,4.8361,5.6975,0.537352,0.000294,0.055912,0.037453,0.001028,0.003508,0.002168,0.034967,2.905,0.082924,0.024573,1.115541,3.0809,0.123662,0.149523,4.1835,0.000184,,2021-10-08,selling
1.133796,3.0463,3.0795,3.3403,4.4906,0.6463,0.2646,4.8206,5.6798,0.535044,0.000293,0.055422,0.037085,0.001013,0.003488,0.002158,0.034711,2.8893,0.082426,0.024286,1.110548,3.0795,0.123007,0.148321,4.165,0.000183,,2021-10-11,buying
1.134313,3.0478,3.0807,3.3418,4.4924,0.6466,0.2654,4.8225,5.6827,0.535241,0.000293,0.055456,0.037102,0.001019,0.00349,0.002159,0.034725,2.8905,0.082472,0.024384,1.110978,3.0807,0.123087,0.148401,4.1665,0.000183,5.8784,2021-10-11,middle
1.134829,3.0493,3.0819,3.3432,4.4943,0.6469,0.2662,4.8245,5.6856,0.535437,0.000293,0.055491,0.037118,0.001025,0.003491,0.00216,0.034739,2.8918,0.082518,0.024482,1.111407,3.0819,0.123168,0.148481,4.168,0.000183,,2021-10-11,selling
1.135974,3.0617,3.0756,3.3392,4.4948,0.6469,0.2648,4.819,5.669,0.536265,0.000294,0.055329,0.036776,0.001015,0.003477,0.002162,0.034608,2.8898,0.082097,0.024332,1.112652,3.0756,0.123938,0.148653,4.173,0.000183,,2021-10-12,buying
1.136763,3.0638,3.078,3.3415,4.4999,0.6473,0.2656,4.8227,5.6726,0.5366,0.000294,0.055376,0.036803,0.001022,0.00348,0.002163,0.03463,2.8924,0.082163,0.024408,1.113348,3.078,0.124049,0.148822,4.1755,0.000183,5.8911,2021-10-12,middle
1.137552,3.0658,3.0804,3.3437,4.5051,0.6477,0.2665,4.8264,5.6762,0.536935,0.000294,0.055424,0.03683,0.001028,0.003483,0.002165,0.034652,2.8949,0.082228,0.024483,1.114044,3.0804,0.12416,0.148991,4.178,0.000184,,2021-10-12,selling
1.133796,3.0567,3.0704,3.3408,4.4785,0.6458,0.2643,4.8064,5.6627,0.535244,0.000293,0.055159,0.036709,0.001013,0.003478,0.002227,0.03447,2.8863,0.081891,0.024286,1.110311,3.0704,0.12485,0.147931,4.165,0.000183,,2021-10-13,buying
1.134313,3.058,3.0721,3.3422,4.4803,0.6461,0.2652,4.8088,5.665,0.53545,0.000293,0.055199,0.036727,0.001019,0.003482,0.002228,0.034484,2.8886,0.081937,0.02433,1.110741,3.0721,0.124914,0.148063,4.1665,0.000183,5.8706,2021-10-13,middle
1.134829,3.0593,3.0737,3.3435,4.4822,0.6464,0.2662,4.8111,5.6672,0.535657,0.000293,0.055238,0.036745,0.001025,0.003486,0.002229,0.034498,2.8909,0.081983,0.024374,1.11117,3.0737,0.124978,0.148196,4.168,0.000183,,2021-10-13,selling
1.130365,3.0681,3.078,3.3412,4.4962,0.6459,0.2642,4.8159,5.6747,0.533765,0.000292,0.055135,0.036623,0.001016,0.003491,0.002244,0.034431,2.8964,0.082039,0.024263,1.106993,3.078,0.124835,0.147826,4.152,0.000182,5.8517,2021-10-14,middle
1.131017,3.0698,3.08,3.343,4.4986,0.6464,0.2651,4.8191,5.6777,0.534036,0.000292,0.055176,0.036644,0.001022,0.003493,0.002245,0.03445,2.8987,0.082095,0.024328,1.107556,3.08,0.124932,0.147956,4.154,0.000183,,2021-10-14,selling
1.129713,3.0664,3.0759,3.3395,4.4938,0.6454,0.2633,4.8128,5.6718,0.533494,0.000292,0.055094,0.036603,0.00101,0.003489,0.002243,0.034411,2.8942,0.081983,0.024198,1.106431,3.0759,0.124737,0.147697,4.15,0.000182,,2021-10-14,buying
1.131074,3.0805,3.081,3.3587,4.4938,0.645,0.2636,4.8165,5.6824,0.534075,0.000294,0.055393,0.036483,0.001012,0.003511,0.00227,0.034504,2.9226,0.08192,0.024227,1.107734,3.081,0.125226,0.148239,4.155,0.000183,,2021-10-15,buying
1.13159,3.082,3.0827,3.36,4.4967,0.6454,0.2644,4.8188,5.6846,0.534282,0.000294,0.055424,0.036497,0.001018,0.003514,0.002271,0.034518,2.9245,0.081966,0.024272,1.108164,3.0827,0.125309,0.148372,4.1565,0.000183,5.8706,2021-10-15,middle
1.132106,3.0836,3.0843,3.3614,4.4995,0.6459,0.2652,4.8212,5.6869,0.534489,0.000295,0.055455,0.036512,0.001024,0.003517,0.002272,0.034532,2.9264,0.082012,0.024316,1.108593,3.0843,0.125392,0.148505,4.158,0.000183,,2021-10-15,selling
1.131742,3.0803,3.0804,3.3568,4.4965,0.6458,0.2641,4.8146,5.713,0.534381,0.000295,0.05539,0.036382,0.001012,0.003506,0.002265,0.034521,2.9419,0.08196,0.024324,1.108267,3.0804,0.124275,0.148332,4.157,0.000183,,2021-10-18,buying
1.132317,3.0822,3.0825,3.3585,4.4996,0.6462,0.2649,4.8178,5.7159,0.534648,0.000296,0.055424,0.036403,0.001018,0.003508,0.002266,0.034539,2.9439,0.082015,0.024393,1.10883,3.0825,0.124372,0.148483,4.159,0.000183,5.872,2021-10-18,middle
1.132892,3.0841,3.0845,3.3603,4.5028,0.6467,0.2657,4.8209,5.7189,0.534915,0.000296,0.055458,0.036423,0.001024,0.00351,0.002268,0.034557,2.946,0.082071,0.024462,1.109393,3.0845,0.124469,0.148634,4.161,0.000183,,2021-10-18,selling
1.131454,3.1064,3.0892,3.3645,4.4973,0.6511,0.2644,4.8355,5.7351,0.534444,0.000295,0.055351,0.036257,0.001018,0.003528,0.002296,0.034475,2.9745,0.081827,0.024075,1.107942,3.0892,0.12432,0.149191,4.156,0.000183,5.8844,2021-10-20,middle
1.130938,3.1051,3.0879,3.3632,4.4948,0.6509,0.2636,4.8329,5.7328,0.534238,0.000295,0.055309,0.03624,0.001012,0.003526,0.002295,0.03446,2.9725,0.081782,0.024014,1.107512,3.0879,0.124237,0.149094,4.1545,0.000183,,2021-10-20,buying
1.13197,3.1077,3.0904,3.3659,4.4999,0.6514,0.2651,4.8381,5.7374,0.534651,0.000295,0.055393,0.036275,0.001024,0.00353,0.002297,0.034491,2.9764,0.081873,0.024136,1.108371,3.0904,0.124402,0.149287,4.1575,0.000183,,2021-10-20,selling
1.130468,3.1268,3.0933,3.372,4.5186,0.6494,0.2637,4.8407,5.7415,0.534217,0.000295,0.0555,0.036337,0.00101,0.003537,0.002294,0.034663,2.9918,0.0818,0.023868,1.107112,3.0933,0.12449,0.149142,4.153,0.000182,,2021-10-21,buying
1.131182,3.1285,3.0949,3.3738,4.5217,0.6498,0.2647,4.8433,5.7451,0.534488,0.000295,0.055541,0.036358,0.001016,0.003539,0.002296,0.034683,2.9941,0.081856,0.023934,1.107675,3.0949,0.124588,0.14924,4.155,0.000183,5.8747,2021-10-21,middle
1.131896,3.1302,3.0965,3.3756,4.5249,0.6502,0.2656,4.8458,5.7487,0.534759,0.000295,0.055582,0.036379,0.001022,0.003541,0.002297,0.034702,2.9964,0.081911,0.024001,1.108238,3.0965,0.124685,0.149339,4.157,0.000183,,2021-10-21,selling
1.132407,3.1067,3.0892,3.3642,4.5293,0.6506,0.2649,4.8356,5.7362,0.534991,0.000295,0.05556,0.036453,0.001018,0.003528,0.002298,0.034725,2.9795,0.081864,0.02396,1.108963,3.0892,0.124573,0.149429,4.1595,0.000183,5.8848,2021-10-22,middle
1.133195,3.109,3.0917,3.3665,4.5333,0.6511,0.2659,4.8392,5.7398,0.535326,0.000295,0.055605,0.036477,0.001025,0.003531,0.002299,0.034747,2.9821,0.081929,0.02403,1.10966,3.0917,0.124685,0.149545,4.162,0.000183,,2021-10-22,selling
1.131618,3.1044,3.0868,3.3619,4.5254,0.6501,0.2639,4.8321,5.7325,0.534656,0.000294,0.055515,0.03643,0.001012,0.003525,0.002297,0.034702,2.9768,0.081799,0.023891,1.108267,3.0868,0.124461,0.149312,4.157,0.000183,,2021-10-22,buying
1.130773,3.1041,3.0836,3.36,4.5334,0.6505,0.2645,4.837,5.7204,0.534339,0.000294,0.055381,0.036532,0.001017,0.003531,0.002307,0.034662,2.9739,0.081907,0.023806,1.107364,3.0836,0.124394,0.149026,4.1535,0.000183,5.8772,2021-10-25,middle
1.131289,3.1054,3.0853,3.3614,4.536,0.6509,0.2653,4.8389,5.7227,0.534536,0.000294,0.055404,0.036547,0.001023,0.003533,0.002308,0.034677,2.9758,0.081953,0.023886,1.107793,3.0853,0.124476,0.149106,4.155,0.000183,,2021-10-25,selling
1.130257,3.1028,3.0819,3.3587,4.5308,0.6502,0.2637,4.835,5.7181,0.534143,0.000294,0.055357,0.036517,0.001011,0.00353,0.002307,0.034646,2.972,0.081861,0.023726,1.106934,3.0819,0.124311,0.148945,4.152,0.000182,,2021-10-25,buying
1.13067,3.1135,3.0828,3.3542,4.5106,0.6503,0.2645,4.819,5.7138,0.534104,0.000293,0.05533,0.03648,0.001022,0.003554,0.00232,0.03457,2.9773,0.081952,0.023824,1.107127,3.0828,0.125605,0.149001,4.1525,0.000183,,2021-10-26,selling
1.130093,3.112,3.0813,3.3527,4.5088,0.65,0.2639,4.817,5.7116,0.533898,0.000293,0.055306,0.036462,0.001016,0.003552,0.002319,0.034554,2.9754,0.081906,0.023768,1.106697,3.0813,0.125522,0.148923,4.151,0.000182,5.8714,2021-10-26,middle
1.129515,3.1105,3.0799,3.3512,4.5069,0.6498,0.2633,4.8151,5.7093,0.533691,0.000293,0.055282,0.036444,0.001011,0.003551,0.002318,0.034539,2.9735,0.08186,0.023711,1.106268,3.0799,0.125438,0.148845,4.1495,0.000182,,2021-10-26,buying
1.128079,3.12,3.0753,3.3441,4.5043,0.6491,0.2629,4.8075,5.7046,0.53284,0.000293,0.055332,0.036294,0.00101,0.003552,0.002341,0.034548,2.9667,0.081607,0.023545,1.104802,3.0753,0.124819,0.148968,4.144,0.000182,,2021-10-27,buying
1.128868,3.1223,3.0775,3.3464,4.508,0.6496,0.2639,4.8112,5.7089,0.533171,0.000293,0.055369,0.036319,0.001016,0.003555,0.002343,0.034571,2.9693,0.081672,0.023654,1.105498,3.0775,0.124932,0.149131,4.1465,0.000182,5.8665,2021-10-27,middle
1.129656,3.1246,3.0797,3.3487,4.5117,0.6501,0.2648,4.8149,5.7132,0.533503,0.000293,0.055406,0.036344,0.001022,0.003557,0.002344,0.034595,2.9719,0.081738,0.023763,1.106194,3.0797,0.125045,0.149293,4.149,0.000182,,2021-10-27,selling
1.13074,3.1126,3.0775,3.3587,4.5201,0.6497,0.2636,4.8153,5.7026,0.534064,0.000293,0.055324,0.036496,0.001012,0.003542,0.002401,0.034599,2.973,0.08182,0.023826,1.107468,3.0775,0.124632,0.149484,4.154,0.000182,,2021-10-28,buying
1.131454,3.1151,3.0795,3.3608,4.5235,0.6501,0.2645,4.8178,5.7056,0.534324,0.000293,0.055354,0.036519,0.001019,0.003544,0.002402,0.034619,2.9753,0.081876,0.023878,1.10803,3.0795,0.12473,0.149636,4.156,0.000183,5.8704,2021-10-28,middle
1.132168,3.1177,3.0816,3.363,4.5269,0.6506,0.2655,4.8204,5.7085,0.534585,0.000293,0.055385,0.036541,0.001025,0.003546,0.002403,0.034638,2.9775,0.081931,0.023931,1.108593,3.0816,0.124827,0.149789,4.158,0.000183,,2021-10-28,selling
1.128079,3.1204,3.0824,3.3536,4.5464,0.6483,0.2629,4.8419,5.7166,0.532778,0.000292,0.05537,0.036492,0.00101,0.003542,0.002409,0.034565,2.9741,0.082839,0.024027,1.104713,3.0824,0.124932,0.149022,4.144,0.000182,,2021-10-29,buying
1.128732,3.1221,3.0842,3.3553,4.5495,0.6486,0.2639,4.8444,5.7196,0.533042,0.000293,0.055401,0.036513,0.001017,0.003544,0.00241,0.034585,2.9764,0.082895,0.024101,1.105276,3.0842,0.12503,0.149147,4.146,0.000182,5.8604,2021-10-29,middle
1.129384,3.1239,3.0861,3.3571,4.5527,0.649,0.2649,4.8469,5.7226,0.533306,0.000293,0.055431,0.036533,0.001023,0.003546,0.002412,0.034604,2.9787,0.082952,0.024175,1.105838,3.0861,0.125128,0.149273,4.148,0.000182,,2021-10-29,selling
1.128321,3.1133,3.0715,3.3454,4.5231,0.647,0.2633,4.7895,5.6679,0.532817,0.000293,0.0553,0.036334,0.001011,0.003527,0.00241,0.034594,2.9691,0.082177,0.024127,1.105039,3.0715,0.124288,0.148753,4.145,0.000182,,2021-11-01,buying
1.129155,3.1154,3.0739,3.348,4.5269,0.6475,0.2642,4.7926,5.6715,0.533149,0.000293,0.055348,0.036358,0.001017,0.003531,0.002411,0.034617,2.9717,0.082259,0.024198,1.105735,3.0739,0.1244,0.148923,4.1475,0.000182,5.8703,2021-11-01,middle
1.12999,3.1175,3.0764,3.3506,4.5306,0.6479,0.265,4.7957,5.6751,0.533481,0.000293,0.055396,0.036381,0.001023,0.003536,0.002413,0.034641,2.9743,0.082341,0.024269,1.106431,3.0764,0.124512,0.149093,4.15,0.000182,,2021-11-01,selling
1.129548,3.1213,3.0778,3.3527,4.5583,0.6485,0.2637,4.8118,5.6636,0.53316,0.000291,0.055431,0.036363,0.001017,0.003529,0.00238,0.034636,2.9784,0.082072,0.02414,1.106105,3.0778,0.124707,0.14903,4.149,0.000182,5.8535,2021-11-02,middle
1.130337,3.1236,3.08,3.3553,4.5631,0.649,0.2643,4.8149,5.6672,0.533495,0.000291,0.055468,0.036388,0.001023,0.003532,0.002382,0.034659,2.9804,0.082138,0.024244,1.106801,3.08,0.12482,0.149147,4.1515,0.000182,,2021-11-02,selling
1.12876,3.119,3.0756,3.3502,4.5536,0.6481,0.2631,4.8087,5.66,0.532825,0.000291,0.055394,0.036338,0.001011,0.003527,0.002379,0.034612,2.9764,0.082007,0.024036,1.105409,3.0756,0.124594,0.148914,4.1465,0.000182,,2021-11-02,buying
1.130196,3.0866,3.0778,3.3438,4.5387,0.6487,0.2636,4.8076,5.6538,0.53356,0.000291,0.055605,0.036459,0.001011,0.003516,0.002378,0.034745,2.9562,0.082054,0.024299,1.106846,3.0778,0.12461,0.148807,4.152,0.000183,,2021-11-03,buying
1.130773,3.0881,3.0793,3.3456,4.5413,0.649,0.2646,4.8095,5.6567,0.533766,0.000291,0.055628,0.036476,0.001017,0.003517,0.002379,0.03476,2.9575,0.0821,0.024379,1.107275,3.0793,0.124692,0.148922,4.1535,0.000183,5.8659,2021-11-03,middle
1.131351,3.0897,3.0807,3.3473,4.544,0.6493,0.2655,4.8115,5.6595,0.533972,0.000292,0.055652,0.036492,0.001023,0.003519,0.00238,0.034776,2.9588,0.082145,0.024458,1.107705,3.0807,0.124775,0.149037,4.155,0.000183,,2021-11-03,selling
1.131557,3.0762,3.0765,3.3373,4.5546,0.6497,0.2639,4.8013,5.6107,0.534092,0.00029,0.055818,0.036548,0.001013,0.003506,0.002381,0.034892,2.9527,0.082089,0.024386,1.108179,3.0765,0.124648,0.148975,4.157,0.000183,,2021-11-05,buying
1.132271,3.0779,3.0786,3.3391,4.5571,0.6501,0.2649,4.8045,5.6142,0.534356,0.00029,0.055849,0.036567,0.001019,0.003508,0.002382,0.03491,2.955,0.082145,0.024461,1.108741,3.0786,0.124745,0.149127,4.159,0.000183,5.8622,2021-11-05,middle
